timestamp,snapshot_id,nat_snapshot_id,escrutinio_pct,nacional_votos_ag10,mesas_votos_ag10,desfase,share_pct,pct_del_desfase,ratio
2026-04-18T05:06:50+00:00,4,4,93.058,1880266,1656101,224165,10.9065,43.1417,3.9556
